country,iso_country_code_2018,metric,value,metric_type,latest,metric_no_year,ranking,metric_rank,country_strengths_order,country_weaknesses_order,country_strengths_order_by_broad_metric,country_weaknesses_order_by_broad_metric
Indonesia,IDN,gdp_($_usd_billions_ppp)_2020,3130.645794,output,0,gdp_($_usd_billions_ppp),high,7.0,2.0,27.0,,
Iran,IRN,gdp_($_usd_billions_ppp)_2020,1257.479498,output,0,gdp_($_usd_billions_ppp),high,18.0,2.0,26.0,2.0,
Iraq,IRQ,gdp_($_usd_billions_ppp)_2020,379.5996776,output,0,gdp_($_usd_billions_ppp),high,47.0,5.0,19.0,,
Ireland,IRL,gdp_($_usd_billions_ppp)_2020,452.6454587,output,0,gdp_($_usd_billions_ppp),high,44.0,21.0,7.0,,
Israel,ISR,gdp_($_usd_billions_ppp)_2020,359.9088024,output,0,gdp_($_usd_billions_ppp),high,49.0,23.0,8.0,,
Italy,ITA,gdp_($_usd_billions_ppp)_2020,2322.753857,output,0,gdp_($_usd_billions_ppp),high,12.0,4.0,24.0,,13.0
Jamaica,JAM,gdp_($_usd_billions_ppp)_2020,25.94278889,output,0,gdp_($_usd_billions_ppp),high,133.0,25.0,3.0,,3.0
Japan,JPN,gdp_($_usd_billions_ppp)_2020,5042.291711,output,0,gdp_($_usd_billions_ppp),high,4.0,4.0,25.0,,
Jordan,JOR,gdp_($_usd_billions_ppp)_2020,100.15968,output,0,gdp_($_usd_billions_ppp),high,86.0,13.0,16.0,,
Kazakhstan,KAZ,gdp_($_usd_billions_ppp)_2020,475.6719731,output,0,gdp_($_usd_billions_ppp),high,41.0,4.0,24.0,4.0,
Kenya,KEN,gdp_($_usd_billions_ppp)_2020,233.8519302,output,0,gdp_($_usd_billions_ppp),high,62.0,8.0,22.0,,
Korea (Rep.),KOR,gdp_($_usd_billions_ppp)_2020,2194.532034,output,0,gdp_($_usd_billions_ppp),high,14.0,4.0,20.0,,
Kosovo,,gdp_($_usd_billions_ppp)_2020,19.16608398,output,0,gdp_($_usd_billions_ppp),high,142.0,17.0,3.0,,
Kuwait,KWT,gdp_($_usd_billions_ppp)_2020,191.5221694,output,0,gdp_($_usd_billions_ppp),high,65.0,14.0,11.0,,
Kyrgyzstan,KGZ,gdp_($_usd_billions_ppp)_2020,31.09790074,output,0,gdp_($_usd_billions_ppp),high,128.0,27.0,2.0,,2.0
Laos,LAO,gdp_($_usd_billions_ppp)_2020,56.82743968,output,0,gdp_($_usd_billions_ppp),high,101.0,11.0,17.0,,
Latvia,LVA,gdp_($_usd_billions_ppp)_2020,57.11469408,output,0,gdp_($_usd_billions_ppp),high,100.0,21.0,7.0,,
Lebanon,LBN,gdp_($_usd_billions_ppp)_2020,73.6198141,output,0,gdp_($_usd_billions_ppp),high,95.0,13.0,14.0,,9.0
Lesotho,LSO,gdp_($_usd_billions_ppp)_2020,5.218381134,output,0,gdp_($_usd_billions_ppp),high,156.0,22.0,6.0,,
Liberia,LBR,gdp_($_usd_billions_ppp)_2020,7.040341632,output,0,gdp_($_usd_billions_ppp),high,154.0,16.0,12.0,,
Libya,LBY,gdp_($_usd_billions_ppp)_2020,112.6123155,output,0,gdp_($_usd_billions_ppp),high,80.0,11.0,11.0,,8.0
Lithuania,LTU,gdp_($_usd_billions_ppp)_2020,103.709956,output,0,gdp_($_usd_billions_ppp),high,84.0,21.0,8.0,,
Luxembourg,LUX,gdp_($_usd_billions_ppp)_2020,70.95826648,output,0,gdp_($_usd_billions_ppp),high,96.0,23.0,6.0,,
Macedonia,MKD,gdp_($_usd_billions_ppp)_2020,32.70389977,output,0,gdp_($_usd_billions_ppp),high,124.0,23.0,4.0,,
Madagascar,MDG,gdp_($_usd_billions_ppp)_2020,40.53377365,output,0,gdp_($_usd_billions_ppp),high,110.0,13.0,13.0,,
Malawi,MWI,gdp_($_usd_billions_ppp)_2020,28.86409682,output,0,gdp_($_usd_billions_ppp),high,130.0,18.0,11.0,,
Malaysia,MYS,gdp_($_usd_billions_ppp)_2020,856.7821419,output,0,gdp_($_usd_billions_ppp),high,30.0,7.0,21.0,,12.0
Maldives,MDV,gdp_($_usd_billions_ppp)_2020,6.888899566,output,0,gdp_($_usd_billions_ppp),high,155.0,24.0,1.0,,1.0
Mali,MLI,gdp_($_usd_billions_ppp)_2020,45.07621472,output,0,gdp_($_usd_billions_ppp),high,108.0,12.0,16.0,,
Malta,MLT,gdp_($_usd_billions_ppp)_2020,20.97233158,output,0,gdp_($_usd_billions_ppp),high,139.0,26.0,3.0,,
Mauritania,MRT,gdp_($_usd_billions_ppp)_2020,23.75885567,output,0,gdp_($_usd_billions_ppp),high,137.0,21.0,6.0,,
Mauritius,MUS,gdp_($_usd_billions_ppp)_2020,24.63501452,output,0,gdp_($_usd_billions_ppp),high,135.0,27.0,1.0,,1.0
Mexico,MEX,gdp_($_usd_billions_ppp)_2020,2305.09551,output,0,gdp_($_usd_billions_ppp),high,13.0,4.0,24.0,,14.0
Moldova,MDA,gdp_($_usd_billions_ppp)_2020,32.15327205,output,0,gdp_($_usd_billions_ppp),high,125.0,24.0,4.0,,
Mongolia,MNG,gdp_($_usd_billions_ppp)_2020,38.43428071,output,0,gdp_($_usd_billions_ppp),high,113.0,22.0,8.0,,
Montenegro,MNE,gdp_($_usd_billions_ppp)_2020,11.34439488,output,0,gdp_($_usd_billions_ppp),high,147.0,25.0,5.0,,
Morocco,MAR,gdp_($_usd_billions_ppp)_2020,262.0407413,output,0,gdp_($_usd_billions_ppp),high,59.0,13.0,15.0,,8.0
Mozambique,MOZ,gdp_($_usd_billions_ppp)_2020,38.44231899,output,0,gdp_($_usd_billions_ppp),high,112.0,9.0,19.0,,
Myanmar,MMR,gdp_($_usd_billions_ppp)_2020,264.2895802,output,0,gdp_($_usd_billions_ppp),high,56.0,5.0,23.0,4.0,
Namibia,NAM,gdp_($_usd_billions_ppp)_2020,22.54458886,output,0,gdp_($_usd_billions_ppp),high,138.0,22.0,6.0,,
Nepal,NPL,gdp_($_usd_billions_ppp)_2020,110.4037469,output,0,gdp_($_usd_billions_ppp),high,81.0,10.0,18.0,,
Netherlands,NLD,gdp_($_usd_billions_ppp)_2020,947.4987507,output,0,gdp_($_usd_billions_ppp),high,26.0,20.0,9.0,,
New Zealand,NZL,gdp_($_usd_billions_ppp)_2020,211.9662514,output,0,gdp_($_usd_billions_ppp),high,63.0,22.0,7.0,,
Nicaragua,NIC,gdp_($_usd_billions_ppp)_2020,35.00720382,output,0,gdp_($_usd_billions_ppp),high,117.0,19.0,9.0,,
Niger,NER,gdp_($_usd_billions_ppp)_2020,29.56283666,output,0,gdp_($_usd_billions_ppp),high,129.0,14.0,14.0,,
Nigeria,NGA,gdp_($_usd_billions_ppp)_2020,1013.530915,output,0,gdp_($_usd_billions_ppp),high,24.0,3.0,27.0,,
Norway,NOR,gdp_($_usd_billions_ppp)_2020,341.8548817,output,0,gdp_($_usd_billions_ppp),high,50.0,20.0,9.0,,
Oman,OMN,gdp_($_usd_billions_ppp)_2020,150.6558669,output,0,gdp_($_usd_billions_ppp),high,74.0,15.0,10.0,,8.0
Pakistan,PAK,gdp_($_usd_billions_ppp)_2020,1136.334137,output,0,gdp_($_usd_billions_ppp),high,23.0,4.0,26.0,,
Panama,PAN,gdp_($_usd_billions_ppp)_2020,109.5511495,output,0,gdp_($_usd_billions_ppp),high,83.0,26.0,3.0,,3.0
Papua New Guinea,PNG,gdp_($_usd_billions_ppp)_2020,36.35391538,output,0,gdp_($_usd_billions_ppp),high,116.0,7.0,17.0,,
Paraguay,PRY,gdp_($_usd_billions_ppp)_2020,88.1432867,output,0,gdp_($_usd_billions_ppp),high,91.0,19.0,11.0,,
Peru,PER,gdp_($_usd_billions_ppp)_2020,372.2445471,output,0,gdp_($_usd_billions_ppp),high,48.0,11.0,19.0,,
Philippines,PHL,gdp_($_usd_billions_ppp)_2020,872.0896598,output,0,gdp_($_usd_billions_ppp),high,29.0,9.0,20.0,,13.0
Poland,POL,gdp_($_usd_billions_ppp)_2020,1227.880779,output,0,gdp_($_usd_billions_ppp),high,20.0,7.0,22.0,,
Portugal,PRT,gdp_($_usd_billions_ppp)_2020,329.1129888,output,0,gdp_($_usd_billions_ppp),high,51.0,18.0,11.0,,7.0
Qatar,QAT,gdp_($_usd_billions_ppp)_2020,245.7269051,output,0,gdp_($_usd_billions_ppp),high,61.0,21.0,6.0,,4.0
Romania,ROU,gdp_($_usd_billions_ppp)_2020,557.0389638,output,0,gdp_($_usd_billions_ppp),high,37.0,7.0,24.0,,
Russia,RUS,gdp_($_usd_billions_ppp)_2020,3892.67603,output,0,gdp_($_usd_billions_ppp),high,6.0,5.0,25.0,,
Rwanda,RWA,gdp_($_usd_billions_ppp)_2020,27.18196638,output,0,gdp_($_usd_billions_ppp),high,132.0,19.0,9.0,,
Saudi Arabia,SAU,gdp_($_usd_billions_ppp)_2020,1543.976648,output,0,gdp_($_usd_billions_ppp),high,17.0,4.0,24.0,,
Senegal,SEN,gdp_($_usd_billions_ppp)_2020,55.61799668,output,0,gdp_($_usd_billions_ppp),high,102.0,14.0,15.0,,
Serbia,SRB,gdp_($_usd_billions_ppp)_2020,125.943919,output,0,gdp_($_usd_billions_ppp),high,78.0,22.0,7.0,,
Sierra Leone,SLE,gdp_($_usd_billions_ppp)_2020,13.0606906,output,0,gdp_($_usd_billions_ppp),high,146.0,14.0,15.0,,
Singapore,SGP,gdp_($_usd_billions_ppp)_2020,537.3408076,output,0,gdp_($_usd_billions_ppp),high,38.0,22.0,7.0,,
Slovakia,SVK,gdp_($_usd_billions_ppp)_2020,166.5475525,output,0,gdp_($_usd_billions_ppp),high,71.0,23.0,6.0,,4.0
Slovenia,SVN,gdp_($_usd_billions_ppp)_2020,77.89577531,output,0,gdp_($_usd_billions_ppp),high,92.0,25.0,4.0,,
Solomon Islands,SLB,gdp_($_usd_billions_ppp)_2020,801.9098662,output,0,gdp_($_usd_billions_ppp),high,31.0,5.0,22.0,,
Somalia,SOM,gdp_($_usd_billions_ppp)_2020,1.705088738,output,0,gdp_($_usd_billions_ppp),high,166.0,14.0,5.0,,
South Africa,ZAF,gdp_($_usd_billions_ppp)_2020,18.76935082,output,0,gdp_($_usd_billions_ppp),high,143.0,23.0,5.0,,
South Sudan,SSD,gdp_($_usd_billions_ppp)_2020,751.1939277,output,0,gdp_($_usd_billions_ppp),high,32.0,4.0,10.0,,
Spain,ESP,gdp_($_usd_billions_ppp)_2020,1715.070842,output,0,gdp_($_usd_billions_ppp),high,16.0,7.0,20.0,,11.0
Sri Lanka,LKA,gdp_($_usd_billions_ppp)_2020,274.8636245,output,0,gdp_($_usd_billions_ppp),high,55.0,8.0,22.0,,
Sudan,SDN,gdp_($_usd_billions_ppp)_2020,172.1980016,output,0,gdp_($_usd_billions_ppp),high,69.0,5.0,23.0,,
Suriname,SUR,gdp_($_usd_billions_ppp)_2020,9.306685013,output,0,gdp_($_usd_billions_ppp),high,151.0,22.0,5.0,,4.0
Sweden,SWE,gdp_($_usd_billions_ppp)_2020,527.2509066,output,0,gdp_($_usd_billions_ppp),high,39.0,19.0,12.0,,
Switzerland,CHE,gdp_($_usd_billions_ppp)_2020,593.810526,output,0,gdp_($_usd_billions_ppp),high,35.0,20.0,9.0,,
Tajikistan,TJK,gdp_($_usd_billions_ppp)_2020,34.85123948,output,0,gdp_($_usd_billions_ppp),high,118.0,15.0,13.0,,
Tanzania,TZA,gdp_($_usd_billions_ppp)_2020,152.7881762,output,0,gdp_($_usd_billions_ppp),high,73.0,8.0,21.0,,
Thailand,THA,gdp_($_usd_billions_ppp)_2020,1204.263752,output,0,gdp_($_usd_billions_ppp),high,22.0,9.0,20.0,,11.0
Timor-Leste,TLS,gdp_($_usd_billions_ppp)_2020,5.176134942,output,0,gdp_($_usd_billions_ppp),high,159.0,22.0,3.0,,
Togo,TGO,gdp_($_usd_billions_ppp)_2020,17.45056563,output,0,gdp_($_usd_billions_ppp),high,144.0,19.0,10.0,,
Trinidad and Tobago,TTO,gdp_($_usd_billions_ppp)_2020,34.66354691,output,0,gdp_($_usd_billions_ppp),high,120.0,21.0,7.0,,4.0
Tunisia,TUN,gdp_($_usd_billions_ppp)_2020,121.8968987,output,0,gdp_($_usd_billions_ppp),high,79.0,9.0,20.0,,
Turkiye,TUR,gdp_($_usd_billions_ppp)_2020,2394.678423,output,0,gdp_($_usd_billions_ppp),high,11.0,3.0,25.0,3.0,
Uganda,UGA,gdp_($_usd_billions_ppp)_2020,99.48809744,output,0,gdp_($_usd_billions_ppp),high,87.0,10.0,19.0,,
Ukraine,UKR,gdp_($_usd_billions_ppp)_2020,517.9679595,output,0,gdp_($_usd_billions_ppp),high,40.0,6.0,25.0,,
United Arab Emirates,ARE,gdp_($_usd_billions_ppp)_2020,626.056613,output,0,gdp_($_usd_billions_ppp),high,34.0,17.0,12.0,,
United Kingdom,GBR,gdp_($_usd_billions_ppp)_2020,2872.446349,output,0,gdp_($_usd_billions_ppp),high,9.0,7.0,20.0,,11.0
United States,USA,gdp_($_usd_billions_ppp)_2020,19808.89764,output,0,gdp_($_usd_billions_ppp),high,2.0,4.0,26.0,,
Uruguay,URY,gdp_($_usd_billions_ppp)_2020,74.85228485,output,0,gdp_($_usd_billions_ppp),high,94.0,21.0,9.0,,
Uzbekistan,UZB,gdp_($_usd_billions_ppp)_2020,251.4077174,output,0,gdp_($_usd_billions_ppp),high,60.0,10.0,19.0,,
Vietnam,VNM,gdp_($_usd_billions_ppp)_2020,1006.312605,output,0,gdp_($_usd_billions_ppp),high,25.0,8.0,20.0,,
Zambia,ZMB,gdp_($_usd_billions_ppp)_2020,60.2592345,output,0,gdp_($_usd_billions_ppp),high,99.0,7.0,21.0,,
Zimbabwe,ZWE,gdp_($_usd_billions_ppp)_2020,31.72574199,output,0,gdp_($_usd_billions_ppp),high,127.0,13.0,15.0,,9.0
Afghanistan,AFG,gdp_per_capita_in_$_(ppp)_2018,2082.392197,output,0,gdp_per_capita_in_$_(ppp),high,154.0,16.0,7.0,,6.0
Albania,ALB,gdp_per_capita_in_$_(ppp)_2018,13498.13817,output,0,gdp_per_capita_in_$_(ppp),high,85.0,20.0,9.0,,
Algeria,DZA,gdp_per_capita_in_$_(ppp)_2018,11908.53761,output,0,gdp_per_capita_in_$_(ppp),high,94.0,13.0,15.0,,
Angola,AGO,gdp_per_capita_in_$_(ppp)_2018,7148.933253,output,0,gdp_per_capita_in_$_(ppp),high,114.0,14.0,13.0,,
Argentina,ARG,gdp_per_capita_in_$_(ppp)_2018,23290.67574,output,0,gdp_per_capita_in_$_(ppp),high,56.0,16.0,12.0,,
Armenia,ARM,gdp_per_capita_in_$_(ppp)_2018,13018.87429,output,0,gdp_per_capita_in_$_(ppp),high,89.0,20.0,8.0,,4.0
Australia,AUS,gdp_per_capita_in_$_(ppp)_2018,50169.18729,output,0,gdp_per_capita_in_$_(ppp),high,18.0,13.0,14.0,,7.0
Austria,AUT,gdp_per_capita_in_$_(ppp)_2018,56960.09143,output,0,gdp_per_capita_in_$_(ppp),high,13.0,4.0,23.0,4.0,
Azerbaijan,AZE,gdp_per_capita_in_$_(ppp)_2018,14549.0619,output,0,gdp_per_capita_in_$_(ppp),high,81.0,20.0,6.0,,6.0
Bahamas,BHS,gdp_per_capita_in_$_(ppp)_2018,37065.53445,output,0,gdp_per_capita_in_$_(ppp),high,35.0,4.0,21.0,4.0,
Bahrain,BHR,gdp_per_capita_in_$_(ppp)_2018,47485.6176,output,0,gdp_per_capita_in_$_(ppp),high,23.0,6.0,21.0,4.0,
Bangladesh,BGD,gdp_per_capita_in_$_(ppp)_2018,5321.940225,output,0,gdp_per_capita_in_$_(ppp),high,121.0,24.0,4.0,,4.0
Barbados,BRB,gdp_per_capita_in_$_(ppp)_2018,15988.77016,output,0,gdp_per_capita_in_$_(ppp),high,71.0,11.0,15.0,8.0,
Belarus,BLR,gdp_per_capita_in_$_(ppp)_2018,19428.00746,output,0,gdp_per_capita_in_$_(ppp),high,64.0,12.0,17.0,,8.0
Belgium,BEL,gdp_per_capita_in_$_(ppp)_2018,52535.23222,output,0,gdp_per_capita_in_$_(ppp),high,16.0,8.0,20.0,,
Belize,BLZ,gdp_per_capita_in_$_(ppp)_2018,7318.897839,output,0,gdp_per_capita_in_$_(ppp),high,112.0,15.0,11.0,,
Benin,BEN,gdp_per_capita_in_$_(ppp)_2018,3236.292065,output,0,gdp_per_capita_in_$_(ppp),high,138.0,23.0,5.0,,4.0
Bhutan,BTN,gdp_per_capita_in_$_(ppp)_2018,11619.55747,output,0,gdp_per_capita_in_$_(ppp),high,99.0,14.0,12.0,,8.0
Bolivia,BOL,gdp_per_capita_in_$_(ppp)_2018,8862.313088,output,0,gdp_per_capita_in_$_(ppp),high,105.0,20.0,10.0,,
Bosnia and Herzegovina,BIH,gdp_per_capita_in_$_(ppp)_2018,14918.48516,output,0,gdp_per_capita_in_$_(ppp),high,79.0,17.0,11.0,,6.0
Botswana,BWA,gdp_per_capita_in_$_(ppp)_2018,16609.96253,output,0,gdp_per_capita_in_$_(ppp),high,70.0,11.0,16.0,,
Brazil,BRA,gdp_per_capita_in_$_(ppp)_2018,15018.6824,output,0,gdp_per_capita_in_$_(ppp),high,78.0,17.0,12.0,,
Brunei,BRN,gdp_per_capita_in_$_(ppp)_2018,61831.88885,output,0,gdp_per_capita_in_$_(ppp),high,10.0,5.0,21.0,,11.0
Bulgaria,BGR,gdp_per_capita_in_$_(ppp)_2018,23016.09064,output,0,gdp_per_capita_in_$_(ppp),high,57.0,13.0,16.0,,9.0
Burkina Faso,BFA,gdp_per_capita_in_$_(ppp)_2018,2168.408706,output,0,gdp_per_capita_in_$_(ppp),high,150.0,24.0,5.0,,
Burundi,BDI,gdp_per_capita_in_$_(ppp)_2018,779.7170375,output,0,gdp_per_capita_in_$_(ppp),high,166.0,25.0,3.0,,3.0
Cabo Verde,CPV,gdp_per_capita_in_$_(ppp)_2018,7028.171433,output,0,gdp_per_capita_in_$_(ppp),high,115.0,17.0,7.0,,4.0
Cambodia,KHM,gdp_per_capita_in_$_(ppp)_2018,4258.705237,output,0,gdp_per_capita_in_$_(ppp),high,131.0,25.0,3.0,,3.0
Cameroon,CMR,gdp_per_capita_in_$_(ppp)_2018,3800.52695,output,0,gdp_per_capita_in_$_(ppp),high,133.0,21.0,7.0,,6.0
Canada,CAN,gdp_per_capita_in_$_(ppp)_2018,49992.76228,output,0,gdp_per_capita_in_$_(ppp),high,19.0,16.0,12.0,,
Central African Republic,CAF,gdp_per_capita_in_$_(ppp)_2018,955.402049,output,0,gdp_per_capita_in_$_(ppp),high,165.0,21.0,5.0,,4.0
Chad,TCD,gdp_per_capita_in_$_(ppp)_2018,1613.979598,output,0,gdp_per_capita_in_$_(ppp),high,158.0,22.0,5.0,,4.0
Chile,CHL,gdp_per_capita_in_$_(ppp)_2018,25526.70552,output,0,gdp_per_capita_in_$_(ppp),high,54.0,23.0,6.0,,5.0
China,CHN,gdp_per_capita_in_$_(ppp)_2018,15495.54842,output,0,gdp_per_capita_in_$_(ppp),high,74.0,21.0,8.0,,6.0
Colombia,COL,gdp_per_capita_in_$_(ppp)_2018,15044.05534,output,0,gdp_per_capita_in_$_(ppp),high,77.0,20.0,9.0,,8.0
Comoros,COM,gdp_per_capita_in_$_(ppp)_2018,3146.531646,output,0,gdp_per_capita_in_$_(ppp),high,140.0,18.0,8.0,,4.0
Congo (Dem. Rep.),COD,gdp_per_capita_in_$_(ppp)_2018,1111.835806,output,0,gdp_per_capita_in_$_(ppp),high,164.0,23.0,3.0,,3.0
Congo (Rep.),COG,gdp_per_capita_in_$_(ppp)_2018,4022.278572,output,0,gdp_per_capita_in_$_(ppp),high,132.0,11.0,15.0,8.0,
Costa Rica,CRI,gdp_per_capita_in_$_(ppp)_2018,21319.04399,output,0,gdp_per_capita_in_$_(ppp),high,60.0,15.0,13.0,,8.0
Cote d'Ivoire,CIV,gdp_per_capita_in_$_(ppp)_2018,5153.729184,output,0,gdp_per_capita_in_$_(ppp),high,126.0,22.0,7.0,,7.0
Croatia,HRV,gdp_per_capita_in_$_(ppp)_2018,28877.23828,output,0,gdp_per_capita_in_$_(ppp),high,47.0,17.0,12.0,,8.0
Cyprus,CYP,gdp_per_capita_in_$_(ppp)_2018,40559.125,output,0,gdp_per_capita_in_$_(ppp),high,32.0,8.0,18.0,,10.0
Czech Republic,CZE,gdp_per_capita_in_$_(ppp)_2018,41135.49298,output,0,gdp_per_capita_in_$_(ppp),high,30.0,15.0,13.0,,7.0
Denmark,DNK,gdp_per_capita_in_$_(ppp)_2018,57482.9624,output,0,gdp_per_capita_in_$_(ppp),high,12.0,13.0,15.0,,8.0
Djibouti,DJI,gdp_per_capita_in_$_(ppp)_2018,5180.596948,output,0,gdp_per_capita_in_$_(ppp),high,125.0,14.0,12.0,,7.0
Dominican Republic,DOM,gdp_per_capita_in_$_(ppp)_2018,18134.93226,output,0,gdp_per_capita_in_$_(ppp),high,67.0,15.0,14.0,,9.0
Ecuador,ECU,gdp_per_capita_in_$_(ppp)_2018,11837.95927,output,0,gdp_per_capita_in_$_(ppp),high,95.0,18.0,11.0,,
Egypt,EGY,gdp_per_capita_in_$_(ppp)_2018,11637.87851,output,0,gdp_per_capita_in_$_(ppp),high,98.0,17.0,11.0,,8.0
El Salvador,SLV,gdp_per_capita_in_$_(ppp)_2018,8821.519457,output,0,gdp_per_capita_in_$_(ppp),high,106.0,23.0,4.0,,3.0
Equatorial Guinea,GNQ,gdp_per_capita_in_$_(ppp)_2018,20873.03796,output,0,gdp_per_capita_in_$_(ppp),high,61.0,2.0,23.0,2.0,
Estonia,EST,gdp_per_capita_in_$_(ppp)_2018,36249.35815,output,0,gdp_per_capita_in_$_(ppp),high,37.0,15.0,13.0,,8.0
Eswatini,SWZ,gdp_per_capita_in_$_(ppp)_2018,8725.110443,output,0,gdp_per_capita_in_$_(ppp),high,107.0,7.0,19.0,,
Ethiopia,ETH,gdp_per_capita_in_$_(ppp)_2018,2153.769081,output,0,gdp_per_capita_in_$_(ppp),high,151.0,24.0,3.0,,2.0
Fiji,FJI,gdp_per_capita_in_$_(ppp)_2018,14176.90602,output,0,gdp_per_capita_in_$_(ppp),high,83.0,13.0,13.0,11.0,
Finland,FIN,gdp_per_capita_in_$_(ppp)_2018,49580.6052,output,0,gdp_per_capita_in_$_(ppp),high,20.0,14.0,15.0,,8.0
France,FRA,gdp_per_capita_in_$_(ppp)_2018,46576.60185,output,0,gdp_per_capita_in_$_(ppp),high,24.0,15.0,13.0,,8.0
Gabon,GAB,gdp_per_capita_in_$_(ppp)_2018,15095.9268,output,0,gdp_per_capita_in_$_(ppp),high,76.0,4.0,24.0,,
"Gambia, The",GMB,gdp_per_capita_in_$_(ppp)_2018,2209.634266,output,0,gdp_per_capita_in_$_(ppp),high,147.0,14.0,9.0,,
Georgia,GEO,gdp_per_capita_in_$_(ppp)_2018,14593.92448,output,0,gdp_per_capita_in_$_(ppp),high,80.0,20.0,9.0,,5.0
Germany,DEU,gdp_per_capita_in_$_(ppp)_2018,55235.3663,output,0,gdp_per_capita_in_$_(ppp),high,14.0,11.0,17.0,7.0,
Ghana,GHA,gdp_per_capita_in_$_(ppp)_2018,5442.2359,output,0,gdp_per_capita_in_$_(ppp),high,119.0,23.0,3.0,,3.0
Greece,GRC,gdp_per_capita_in_$_(ppp)_2018,29617.54834,output,0,gdp_per_capita_in_$_(ppp),high,45.0,9.0,20.0,8.0,
Guatemala,GTM,gdp_per_capita_in_$_(ppp)_2018,8664.33432,output,0,gdp_per_capita_in_$_(ppp),high,109.0,22.0,5.0,,3.0
Guinea,GIN,gdp_per_capita_in_$_(ppp)_2018,2559.425545,output,0,gdp_per_capita_in_$_(ppp),high,144.0,21.0,6.0,,5.0
Guinea-Bissau,GNB,gdp_per_capita_in_$_(ppp)_2018,1947.369095,output,0,gdp_per_capita_in_$_(ppp),high,155.0,15.0,11.0,,6.0
Guyana,GUY,gdp_per_capita_in_$_(ppp)_2018,12775.6714,output,0,gdp_per_capita_in_$_(ppp),high,90.0,10.0,16.0,,9.0
Haiti,HTI,gdp_per_capita_in_$_(ppp)_2018,3240.924375,output,0,gdp_per_capita_in_$_(ppp),high,137.0,14.0,14.0,,
Honduras,HND,gdp_per_capita_in_$_(ppp)_2018,5816.067372,output,0,gdp_per_capita_in_$_(ppp),high,118.0,25.0,5.0,,
Hungary,HUN,gdp_per_capita_in_$_(ppp)_2018,62513.95527,output,0,gdp_per_capita_in_$_(ppp),high,9.0,2.0,26.0,2.0,
Iceland,ISL,gdp_per_capita_in_$_(ppp)_2018,31913.07466,output,0,gdp_per_capita_in_$_(ppp),high,41.0,17.0,11.0,,6.0
India,IND,gdp_per_capita_in_$_(ppp)_2018,6669.622784,output,0,gdp_per_capita_in_$_(ppp),high,116.0,23.0,5.0,,4.0
Indonesia,IDN,gdp_per_capita_in_$_(ppp)_2018,11643.39732,output,0,gdp_per_capita_in_$_(ppp),high,97.0,22.0,7.0,,6.0
Iran,IRN,gdp_per_capita_in_$_(ppp)_2018,15677.4298,output,0,gdp_per_capita_in_$_(ppp),high,73.0,9.0,19.0,,
Iraq,IRQ,gdp_per_capita_in_$_(ppp)_2018,10808.20883,output,0,gdp_per_capita_in_$_(ppp),high,100.0,10.0,13.0,,
Ireland,IRL,gdp_per_capita_in_$_(ppp)_2018,84555.6348,output,0,gdp_per_capita_in_$_(ppp),high,4.0,7.0,21.0,,12.0
Israel,ISR,gdp_per_capita_in_$_(ppp)_2018,39906.12468,output,0,gdp_per_capita_in_$_(ppp),high,33.0,14.0,14.0,,
Italy,ITA,gdp_per_capita_in_$_(ppp)_2018,43036.24378,output,0,gdp_per_capita_in_$_(ppp),high,27.0,8.0,20.0,,
Jamaica,JAM,gdp_per_capita_in_$_(ppp)_2018,9967.429208,output,0,gdp_per_capita_in_$_(ppp),high,103.0,17.0,10.0,,
Japan,JPN,gdp_per_capita_in_$_(ppp)_2018,42116.47435,output,0,gdp_per_capita_in_$_(ppp),high,29.0,14.0,13.0,,
Jordan,JOR,gdp_per_capita_in_$_(ppp)_2018,10252.61882,output,0,gdp_per_capita_in_$_(ppp),high,102.0,20.0,6.0,,4.0
Kazakhstan,KAZ,gdp_per_capita_in_$_(ppp)_2018,26154.60194,output,0,gdp_per_capita_in_$_(ppp),high,52.0,12.0,18.0,,11.0
Kenya,KEN,gdp_per_capita_in_$_(ppp)_2018,4443.452322,output,0,gdp_per_capita_in_$_(ppp),high,129.0,25.0,3.0,,3.0
Korea (Dem. People’s Rep.),PRK,gdp_per_capita_in_$_(ppp)_2018,2197.699484,output,0,gdp_per_capita_in_$_(ppp),high,148.0,6.0,9.0,5.0,
Kosovo,,gdp_per_capita_in_$_(ppp)_2018,43044.29176,output,0,gdp_per_capita_in_$_(ppp),high,26.0,5.0,15.0,,
Kuwait,KWT,gdp_per_capita_in_$_(ppp)_2018,52290.9059,output,0,gdp_per_capita_in_$_(ppp),high,17.0,3.0,20.0,3.0,
Kyrgyzstan,KGZ,gdp_per_capita_in_$_(ppp)_2018,5255.783473,output,0,gdp_per_capita_in_$_(ppp),high,124.0,22.0,6.0,,
Laos,LAO,gdp_per_capita_in_$_(ppp)_2018,7774.222998,output,0,gdp_per_capita_in_$_(ppp),high,110.0,16.0,11.0,,8.0
Latvia,LVA,gdp_per_capita_in_$_(ppp)_2018,30877.04193,output,0,gdp_per_capita_in_$_(ppp),high,44.0,14.0,13.0,,6.0
Lebanon,LBN,gdp_per_capita_in_$_(ppp)_2018,15933.40097,output,0,gdp_per_capita_in_$_(ppp),high,72.0,4.0,24.0,3.0,
Lesotho,LSO,gdp_per_capita_in_$_(ppp)_2018,2677.123334,output,0,gdp_per_capita_in_$_(ppp),high,142.0,12.0,16.0,,
